OrganizationName,Spend,Impressions,Currency Codes,CandidateBallotInformation,PayingAdvertiserNames,Genders,AgeBrackets,CountryCodes,BillingAddresses,CreativeUrls,Interests,Regions (Included),Regions (Excluded)
Human Age Digital,2014,135073,USD,Tanya Garrison Campaign,Tanya Garrison Campaign,,18+,united states,US,https://www.snap.com/political-ads/asset/570b853ccc9850ee4079602cf2ae26bdc20aaa50bc85935dc0fa5b9d53ee5599?mediaType=mp4,,Texas,
Jigsaw LLC,1464,132172,USD,,League of Women Voters MKE,FEMALE,18-30,united states,"710 N Plankinton Ave 9th Flr,Milwaukee,53203,US",https://www.snap.com/political-ads/asset/058fcde5cff9350a2d74d18f4193feacea7d07cf83211e9f25f62ed9afb6678a?mediaType=mp4,,,
Voters of Tomorrow Action  Inc.,954,121596,USD,,"Voters of Tomorrow Action, Inc.",,18-35,united states,US,https://www.snap.com/political-ads/asset/1c2c14801b95f1aac73adf660fba2a30ef17a058c4ca1102293584cf4b56d5dd?mediaType=png,"Clubbers & Party People,Soccer Enthusiasts,Street Sport Enthusiasts,World Cup Enthusiasts",,
Wavelength Strategy,560,117927,USD,,Ohio Democratic Party,,18-29,united states,US,https://www.snap.com/political-ads/asset/7ec58791701dc45998cf889eef85d85916ad19a37a85faa8ddcef9e25a5c079b?mediaType=png,,Ohio,"Indiana,Kentucky,Pennsylvania,Michigan,West Virginia"
Agape Women's Clinic,1516,117346,USD,,Agape Women's Clinic paying ads,FEMALE,39-,united states,US,https://www.snap.com/political-ads/asset/e7332e098f962825b7bf147614ae40c3e0f6cce4b9b264cd80c6c8294a99b253?mediaType=mp4,,,
Leaders Igniting Transformation,180,113517,USD,,Leaders Igniting Transformation,,18+,united states,"2201 N. Martin Luther King Dr,Milwaukee,53212,US",https://www.snap.com/political-ads/asset/41ddd59a3ec48feca747bb3a7f1e8854254a93b0a5f20da33e1f06fd2ecd6d0e?mediaType=mp4,,Wisconsin,
Choose Life Marketing,221,112973,USD,,LaVie Health Clinic,FEMALE,34-,united states,US,https://www.snap.com/political-ads/asset/05f46c0c61ea72ac5e1aec8c0026f90f6b01291f342b392bbb45609dac3224e4?mediaType=mp4,,,
Women's Resource Center,1193,112345,USD,,Women's Resource Center,FEMALE,18-38,united states,US,https://www.snap.com/political-ads/asset/3e69ce6d96adb5c1d36549aa16c1e8c5998c22d227f919f2a441dbe87208ced5?mediaType=mp4,,,
PDHC,1748,110587,USD,,Pregnancy Health Decision Center,,,united states,US,https://www.snap.com/political-ads/asset/a40e763d6c32602b1afe749fe981422b5a169cee3c15f4542aced4346f8bd33c?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,1084,109663,USD,,CareNet of Owensboro Kentucky,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/b9dd498a70b5974c04d6f7b223930bdbab56ad2f6914f50639e48511aeb3b9d3?mediaType=mp4,,,
Andrea Zupancich for MN Senate District 3,256,109487,USD,,Andrea Zupancich for Senate,,18-35,united states,US,https://www.snap.com/political-ads/asset/4acab5b3fcbc8c408becacb9898a8336b082457dabc99261e8541f8c9f8cd7eb?mediaType=png,,,
Syrian American Medical Society,1727,107124,USD,,Syrian American Medical Society,,18+,united states,"1012 14th Street, NW Ste 910,Washington ,20005,US",https://www.snap.com/political-ads/asset/d1b7e5c215990f33845a9f5b872160dde995a27c88e2b50726cdf8db02cc9235?mediaType=mp4,,,
Legalise Cannabis Party,300,102385,AUD,Aimee Pearson  Farrer by election,Lagalise Cannabis Australia INC,,18+,australia,"302/183 Macquarie Street,Sydney,2000,AU",https://www.snap.com/political-ads/asset/986b64b30bf047353e9d296a3e696863a730354e05b2cb617a36793163fe2018?mediaType=mp4,,,
Talking For Change,1233,98577,CAD,,Talking for Change,MALE,18+,canada,CA,https://www.snap.com/political-ads/asset/eb7aa9ca2b3c0c430b6396bd1a37500851e2cee383f7f2dca67d92bff9665829?mediaType=mp4,,,Quebec
Stories Marketing,1019,98266,USD,,First Step Women's Center,FEMALE,17-36,united states,"4509 Kings Lake Court,Chattanooga,37416,US",https://www.snap.com/political-ads/asset/2dde5053353001b11406f9180100f5a524f2a0d514581a94067a881e63777776?mediaType=mp4,,,
Perryman for Senate,218,95137,USD,,Perryman for Senate,,18-35,united states,US,https://www.snap.com/political-ads/asset/581d831dcc24e9f9675921847edf6eb62b9244e0083739a346ebd61093a4bcfe?mediaType=png,,,
Cornerstone Marketing Strategies  LLC,880,92252,USD,,Athens Pregnancy Resource Center,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/cfe7283c2d841feeb9d7075baf73747c3837aaf031c4cd25283593f799669d55?mediaType=mp4,,,
Huddinge kommun,98,92019,EUR,,Huddinge kommun,,18+,sweden,SE,https://www.snap.com/political-ads/asset/398817721b9a3d221805c96adda54f6e6823f557547907b127793e109d90d64a?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,921,90167,USD,,Options Now,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/5345132c602c8d04131c5a24b17401fc44da70d6529a286e7704960fa9031df0?mediaType=mp4,,,
Young Americans for Liberty,920,89849,USD,,Young Americans for Liberty,,18-24,united states,US,https://www.snap.com/political-ads/asset/e7a4672e3373dafee22dce29297794ff341fbda0dc27f49151188ed13277fe8f?mediaType=mp4,Collegiates,,
LIFE Ministries Inc.,1434,86493,USD,,Life Ministries Inc.,FEMALE,18-40,united states,US,https://www.snap.com/political-ads/asset/4f05ccc8382702743c2d9c846fa577c8cbb9ac4f138c2219ea6b655e63032631?mediaType=mp4,,,
Cyclemedia B.V.,595,84970,EUR,,Gemeente Purmerend,,18+,netherlands,NL,https://www.snap.com/political-ads/asset/972fa766e9ec0bda84aa3522fbd77384ca5f4f38105d43fe2574d23150fc61c0?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,683,81921,USD,,Thrive Women's Clinic,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/f6267fb6ac7ed1e6ed5364b5507d4cd82f7c8086ea8f0b4f333b059bdc757d50?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,924,79052,USD,,Morning Star Clinics,FEMALE,18-29,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/2e31e109e1e1d725e310189290e7efdd5f9105683019eeb7f29a50ec15659f61?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,1037,78570,USD,,Central Valley Crisis Pregnancy,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/cd781cce7bbc1de959b3c7ef12829132abed5b868ce53cda3d8ce80edf3ea2ca?mediaType=mp4,,,
Office of Congressman Jason Crow,699,77991,USD,,Office of Congressman Jason Crow,,,united states,US,https://www.snap.com/political-ads/asset/90a0bea4914497b8c506c939a653affcd55ad7f1cd6dc6ddc4120b2e342b07f2?mediaType=mp4,,,
Priorities USA,528,75139,USD,,AFSCME PEOPLE,,18+,united states,US,https://www.snap.com/political-ads/asset/6c8234f437fb8035160d7bf138256f7434c8469f277fd6639c54e832a997a652?mediaType=png,,,
Protect Marana,1274,70023,USD,JonPost JohnOfficer HerbKai TeriMurphy JackieCraig,Protect Marana,,18+,united states,US,https://www.snap.com/political-ads/asset/f74e9ad9ec336238b35744646fd1f6c49d65d97a8fb574b1c540c86c546dba2b?mediaType=png,,,
The Idea Marketing,2196,69380,USD,,Colorado Dept of Health,,18+,united states,"146 S Poplar St,Denver,80230,US",https://www.snap.com/political-ads/asset/16f9353108ab7bf26abc619b4b5a39f0569151230c22f98291001ab858586382?mediaType=mp4,"Outdoor & Nature Enthusiasts,Outdoor Activity Enthusiast Buyers,shp_10",Colorado,
Aghosh Alkhidmat USA,1005,66342,USD,,Aghosh Alkhidmat USA Self Servic,,18+,united states,US,https://www.snap.com/political-ads/asset/5feea02c98b6130df1ea4c2d36e8885311c95c5d0c87bda3e8ff59c79a10f499?mediaType=png,,,
Forward Blue,498,64909,USD,,Forward Blue,,18+,united states,US,https://www.snap.com/political-ads/asset/e2557a0023590784d5c82591f11c0b28b93091a50207ce08793dfd0ffa89f91d?mediaType=png,Advocates & Activists,,
Stories Marketing,1601,62153,USD,,First Choice Pregnancy Services,FEMALE,17+,united states,"4509 Kings Lake Court,Chattanooga,37416,US",https://www.snap.com/political-ads/asset/937ff8827f1b8c1286d4dc78d6a5d4c7915618184345ab2c73b0c6e00319dc11?mediaType=mp4,,,
Louisiana Right to Life,100,59764,USD,,Louisiana Right to Life,,,united states,US,https://www.snap.com/political-ads/asset/c5f382ef55f42083d31827d39771f71c02f93c72e544d5499cfbb41120ae162e?mediaType=mp4,,,
Die Mitte Z&uuml;rich,608,57772,EUR,Liste 6 Die Mitte unbedingt stimmen,Die Mitte,,18+,switzerland,CH,https://www.snap.com/political-ads/asset/ff1b022b135d675df75a6f7c8fd721e6ce487ed029fea50cddfad9efd05faa5b?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,729,57228,USD,,Metroplex Women's Clinic,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/cdc0630265ae24c29b0b5d99686ca45fec05d3906632cd162041df40688e1e8d?mediaType=mp4,,,
LaunchGood,320,55971,USD,,LaunchGood,,18+,canada,"4444 2nd Ave.,Detroit,48201,US",https://www.snap.com/political-ads/asset/b6fe2879f3d4f1eeff521cd5242fb2882c189c3580e61ad4626b44fa677311ad?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,670,55472,USD,,Mid-Cities Pregnancy Care Inc.,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/dc23b3974af206db877f2d1eccc91c9c74e6cb9b21db058ad1d16058f2c478a6?mediaType=mp4,,,
SBDigital,755,53206,USD,,PennFuture,,18-30,united states,US,https://www.snap.com/political-ads/asset/4af1c05595f8d5db83e75d25f9ba80be9ed12674f1dbd9e40121e73ceed2dd29?mediaType=mp4,,,
Maryland State Ad Agency,1795,52818,USD,,Maryland State Ad Agency,,18+,united states,"11767 Owings Mills Blvd,Owings Mills,21117,US",https://www.snap.com/political-ads/asset/625c27a283bce130ed1505e3ce971d96b4128dc188e0d05754b041d2e3fc8a39?mediaType=png,,Maryland,
State Representative Andrew Myers,553,51954,USD,,Campaign Fund of Andrew Myers,,18-40,united states,US,https://www.snap.com/political-ads/asset/d0e12d30e33702ae7afef1b9bf522c9ad0c7db863961044f67a77d234f6bca50?mediaType=png,,,
M&R Strategic Services  Inc.,433,50761,USD,,Fight for $15,,18+,united states,"1901 L St NW,Washington,20036,US",https://www.snap.com/political-ads/asset/642d3f2dc8b718498f0f11cd191f2513ee175dac486eafd807ec07487df0b02d?mediaType=mp4,,,
Stavanger kommune,1000,50356,NOK,,Stavanger kommune,,18+,norway,"Olav Kyrres gate 21,Stavanger,4005,NO",https://www.snap.com/political-ads/asset/845b514bfc7d726395cb5ab552cd8a1b40dcc68dd7fcd11b9025c63a49eecae1?mediaType=mp4,,Rogaland,
All in Wisconsin,738,49244,USD,,All In Wisconsin Action Fund,,18-26,united states,"425 Cherry St,Kent,44240,US",https://www.snap.com/political-ads/asset/0e33e8ff9a167549f64a926cdb5630fb4c96efac85a0be8cb618593b7da02632?mediaType=mp4,,,
Gambit Strategies,740,47743,USD,,Affordable Pennsylvania,,18+,united states,"2939 Van Ness St NW #1006,Washington,20008,US",https://www.snap.com/political-ads/asset/9d2985a426c88eea24b864664d38752d5e65cbf1cf6fcb95651841a11081ee61?mediaType=png,,,
Media Link  Inc.,701,47199,USD,General Primary Election Rock Island County Ill,Rock Island County Clerk,,18+,united states,"1902 17th Street,Rock Island,61201,US",https://www.snap.com/political-ads/asset/e40980e26fc87932c327e6fa283c5d1c887cb39095f2e4b5df4cc58fad7e6b37?mediaType=mp4,,,Iowa
Bask Digital Media,1342,46904,USD,Proposition 38,YES on 38,,18-34,united states,US,https://www.snap.com/political-ads/asset/052701858f18f9f639649e223ae8ca0530088413cb5430c46ab79f2af94cf1c0?mediaType=mp4,,California,
Options For Women - River Falls,398,45966,USD,,Options for Women - River Falls,,29-,united states,"214 N Main St,River Falls,54022,US",https://www.snap.com/political-ads/asset/14be17c74a36f7352b718036657306bed8c59825480d509b1c86e3b58bf22a4d?mediaType=mp4,"Advocates & Activists,High Schoolers,Men's Lifestyle,Wellness & Healthy Lifestyle,Women's Lifestyle",,
Uppsala kommun,1461,45751,SEK,,Uppsala kommun,,18+,sweden,"Kålsängsgränd 10B,Uppsala,75319,SE",https://www.snap.com/political-ads/asset/ae3834fa1f0ec4b90478d27b1f929c5f24df6d2b351ce5c247add053c382cccd?mediaType=mp4,,Uppsala Lan,
Search for Businesses  LLC,157,43684,USD,Statewide Direct Primary Election,Riverside County,,18-34,united states,US,https://www.snap.com/political-ads/asset/212ae9b78c855dbdc60df89895c38bebe882458f93d9fb5de1221937301dd999?mediaType=png,,,
BattleAxe Digital,589,42982,USD,The South Carolina Forum,The South Carolina Forum,,18+,united states,US,https://www.snap.com/political-ads/asset/196cd7e33ca7ed4fdc3b56a915832f3da03d182ce0061f9db6b540d4c192a756?mediaType=mp4,,South Carolina,
PAMA,476,40160,USD,,Palestinian American Medical Ass,,20+,united states,US,https://www.snap.com/political-ads/asset/2487905efa5046cfb2cbbb079a690b7a49f463d7e7073805a6baf42cfd7eefb0?mediaType=png,,,
FamousGrey,125,39983,EUR,,Mediafin,,18-26,belgium,"1 Square Victoria Regina,Brussels,1210,BE",https://www.snap.com/political-ads/asset/3457fc1c5f4b6c90b5ad711ba1eaa40db0833e9323dadf018a538d3a9a249146?mediaType=mp4,"Crypto Enthusiasts,Investors & Entrepreneurs,Money Minders,News Watchers,Small Business Owners & Entrepreneurs,Solopreneurs,Techies & Gadget Fans,Bookworms & Avid Readers,Startup Leadership,Data Science ML & AI","Bruxelles - Capitale,Brabant Wallon,Hainaut,Liege,Luxembourg,Namur",
Extend Web Services,895,33998,USD,,Abiding Care Pregnancy Center,FEMALE,18-35,united states,"220 N Main St.,Medford,55451,US",https://www.snap.com/political-ads/asset/3341ef64ef320fb41bab4cfd16e7c788dab17fff3e54a31a067ad95c50034188?mediaType=mp4,,,
Rahma Worldwide,920,33567,USD,,Rahma Worldwide Self Service,,25+,united states,US,https://www.snap.com/political-ads/asset/596b7441518af9797da16bfc9d0d3f84dfe8777a489dbc70cfc808d6cb19b2bc?mediaType=png,,,
Voters of Tomorrow PAC,399,33305,USD,,Voters of Tomorrow PAC,,18-29,united states,US,https://www.snap.com/political-ads/asset/1ac1610b50f5cf7afeac978eefc9a964033f3545acf724872dfa4ecd86e21e28?mediaType=png,,,
NyeToten,1058,33221,NOK,,Næringslaget Invekst,MALE,18-40,norway,NO,https://www.snap.com/political-ads/asset/56e46c7bede7dd4aeff3a3ee361fb10f2500caea7a8db3112d64b0ac9010bacb?mediaType=mp4,,,
Helping Hand USA,784,32086,USD,,Helping Hand USA Self Service,,20+,united states,US,https://www.snap.com/political-ads/asset/4af09b6702b2af661271d05616dfc92eeb28b5837d0e7e075ce29eeb8e334547?mediaType=mp4,,,
Stories Marketing,240,30806,USD,,Options for Women,FEMALE,16-38,united states,"4509 Kings Lake Ct,Chattanooga,37416,US",https://www.snap.com/political-ads/asset/c28f7f45cf0f8ae57711c215d77f0f3bef8b5be6854728efc8a1d8ef6355ae99?mediaType=mp4,,,
Singer Strategic  LLC,687,30580,USD,John Erickson for State Senate,John Erickson for State Senate,,18+,united states,US,https://www.snap.com/political-ads/asset/e2038663c19b476e9eab585674c549174eee7aae05d1b5a0b1dc6f26b505c016?mediaType=mp4,,California,
Stories Marketing,706,30569,USD,,NE OK Hope Pregnancy Center,FEMALE,18-38,united states,"4509 Kings Lake Court,Chattanooga,37416,US",https://www.snap.com/political-ads/asset/d1ebbdee0930539540c03447bff66bbf63495638de1d7612aa60b034491cd635?mediaType=mp4,,,
Bakeberg MN Committee,499,29070,USD,,Campaign Fund of Ben Bakeberg,,18-40,united states,US,https://www.snap.com/political-ads/asset/7f81339c3d609dd414ca04c4f2352f2885bd0e9cbca81768449f237d6d0dbba1?mediaType=png,,,
Strathcona County,100,28398,CAD,,Strathcona County,,25-,canada,CA,https://www.snap.com/political-ads/asset/4c43c0ccb26bc287d3ef9d5a71cbd4871a4ccb5ff51789060071cf84c1f5e1e3?mediaType=mp4,,,
Singer Strategic  LLC,632,27875,USD,Scott Sakakihara for State Senate,Scott Sakakihara,,18+,united states,US,https://www.snap.com/political-ads/asset/393648c1dc25d8b4a78c848a51be09a48a991bd9d75f83c44e25544279a94f5f?mediaType=mp4,,California,
Old Town Media,803,25848,USD,Friends Of Eileen Albillar,Friends of Eileen Albillar,,18+,united states,US,https://www.snap.com/political-ads/asset/14fddda507ed104f08312015a800b54839d13ee9ef5b78c5176bfa99b7690927?mediaType=mp4,"Basketball Fans,Soccer Enthusiasts,Political News Watchers,Celebrity News Watchers,Hip-Hop Music Fans,Pop Music Fans,Soul & R&B Fans",,
Sean Lavine for WB,92,24801,USD,Sean Lavine for WB,Sean Lavine for WB,,18+,united states,"6725 Daly RD, PO Box 250101,West Bloomfield,48325,US",,,,
POP! Economy,886,22337,USD,,Economic Security Project INC,,18-44,united states,"228 Park Ave S PMB 32482,New York,10003,US",https://www.snap.com/political-ads/asset/263207a869a51550190d1f90a0bb69f83d782a7afbc3bb1bf4a28ec8bb8590ea?mediaType=mp4,,California,
Cornerstone Marketing Strategies  LLC,237,17637,USD,,Bakersfield Pregnancy Center,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/8a50a688105b3ecbb84cf13a9c8eaffa9aece8f51a9985ab7ad8f5898c53dd5b?mediaType=mp4,,,
Ethos Campaigns LLC,357,16644,USD,Ashley Hartmeier Prigg,Friendsof Ashley Hartmeier-Prig,,25+,united states,US,https://www.snap.com/political-ads/asset/dcdb5faa2526df5473c562f810ba10c7b67ad32ffc0fe1960013161f616e66d5?mediaType=mp4,,,
Campaignifi,245,16543,AUD,,Melissa McIntosh MP,,18+,australia,"Level 7, 14 Martin Place,Sydney,2000,AU",https://www.snap.com/political-ads/asset/4312e6551224b0f4acd0b7eef15719e1b07a267a5e69782c0fd8bbeb49f08904?mediaType=mp4,,,
ALMANABR,74,16116,USD,,ALMANABR,,,kuwait,KW,https://www.snap.com/political-ads/asset/86151711954d4a8cfb5b26f4859a4334d07859feda8755d3167f6adcbd945802?mediaType=mp4,,,
Recrue Media  LLC,103,15582,USD,,Williams for State Senate,,18+,united states,"31 West Main Street,Wickford,02852,US",https://www.snap.com/political-ads/asset/1b2fae5869d93845f66a592f5030a78035ab22b2780ce1701714d3a638cae0bf?mediaType=png,,West Virginia,
Ascend Women's Care & Family Support,269,14180,USD,,Pregnancy Resource Center,,20-,united states,"514 Tanner St.,Carrollton,30117,US",https://www.snap.com/political-ads/asset/b7884009b83cce6d4572dbd2526e392066d4fad6238f2bde6b4ffc7b837ebc0f?mediaType=mp4,,,
AJ Casias For Potter County Justice of the Peace  Pct. 2,71,13977,USD,,AJ CASIAS FOR POTTER CO JP 2,,18+,united states,US,https://www.snap.com/political-ads/asset/f415e94571ef7195d095e4cbb3f2e91279cece1e0ae18490a73ed83934945770?mediaType=jpeg,,,
Stories Marketing,311,13681,USD,,Women's Choice Network,FEMALE,16-35,united states,"4509 Kings Lake Ct,Chattanooga,37416,US",https://www.snap.com/political-ads/asset/b326adbd69c7ef078510d4c7d44aa66ed2188e3cbd4ea88f7ff08bcfa6cb8a5d?mediaType=mp4,,,
Royal Borough of Kingston Council,69,13416,GBP,,Kingston Council,,18-30,united kingdom,GB,https://www.snap.com/political-ads/asset/bcccae8925e1a5588aae0f1c15e24db50586ce439ba2cd5d83476871618978ed?mediaType=mp4,,Kingston Upon Thames,
Metre,348,13209,USD,,"Hennepin County, Minnesota",,18+,united states,US,https://www.snap.com/political-ads/asset/ea39cfd65857bee0bec24f1f2d3be535518e117bc140fa1ee91a38ee5b724879?mediaType=mp4,,,
Only One,343,12250,USD,,Only One,,18+,norway,US,https://www.snap.com/political-ads/asset/24dd18c5351fab6f9ecb0c7d75b9500bf1368a2c42ded0cc9fcd58d705d5ab0d?mediaType=png,"Beachgoers & Surfers,Green Living Enthusiasts,Math & Science Enthusiasts,Business News Watchers,Political News Watchers,Outdoor & Nature Enthusiasts,Pet & Animal Lovers,Philanthropists,vac_169,vac_170,vac_172,vac_174",,
Support RPS,61,12148,USD,Support RPS,Support Rockford Public Schools,,18-34,united states,"57 Courtland Street #332,Rockford,49341,US",https://www.snap.com/political-ads/asset/451ec307875350c2e0413a952eb67b38072d7e8df42abcbb84009dfee59a6a1f?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,43,10812,USD,,Athens Pregnancy Center,FEMALE,16-35,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/147ad38135661ec51970978d38704e446287374086a9f922a749ab3853a2c8ea?mediaType=mp4,,,
Progress Media Buying,340,10654,USD,NV Governor,Planned Parenthood Votes,,18+,united states,US,https://www.snap.com/political-ads/asset/8c80361bc5bb0afa2a7e7501042ca014e0cee074d43f44192c91508bc6072882?mediaType=mp4,,Nevada,
Cyclemedia B.V.,62,10469,EUR,,Gemeente Amersfoort,,18+,netherlands,NL,https://www.snap.com/political-ads/asset/c455840514b83331f5d66cc191222331e695f32fab75ba5d19de9aeac6b1c229?mediaType=mp4,,,
Oslo Høyre,2149,10418,NOK,,Oslo Høyre,,18+,norway,"Stortingsgaten 20,Oslo,0161 Oslo,NO",https://www.snap.com/political-ads/asset/ed38596cafddfd78cbafc11daa8fc81b853142b19ca7f936f712ff28a8d34975?mediaType=mp4,,,
Oslo Venstre,1364,10355,NOK,Marit Vea,Oslo Venstre,,18-50,norway,NO,https://www.snap.com/political-ads/asset/2f153cd1f5dc85c28bbf8ad8be7c1a7523aea68957b4ed5486918ee7fbf0df74?mediaType=mp4,,Oslo,
mv digital group,193,9811,USD,Loyad Booker For Mayor,Loyad Booker for Mayor,,,united states,"One, World Trade Center ,new york,10007,US",https://www.snap.com/political-ads/asset/f2e729afc12dc90ddc4c3271df4d6827dfb46226c5724a486940e8ad0c027252?mediaType=mp4,,,
Judd Hoos,37,9430,USD,,Yes On 29 Ballot Committee,,18+,united states,"1612 Junction Ave,Sturgis,57785,US",https://www.snap.com/political-ads/asset/8ad318a8efabdef514b0cc1c09ba6977004d9fb2a8e2c2d8377bd0dd36105910?mediaType=mp4,,,
Natalie for House- Natalie Zeleznikar,64,9045,USD,,Natalie for House,,18-35,united states,US,https://www.snap.com/political-ads/asset/8b33c215041ab6c3d719654cf7b6c04388dd788b5923da956dafb9ffa31dcf4c?mediaType=png,,,
Clear Choice Clinic,119,8164,USD,,Clear Choice Clinic,,,united states,US,https://www.snap.com/political-ads/asset/afdf9d9d9ab9cfbf085d9dca4a9b3763f165b0118f91d21311c2c93bf2c48c03?mediaType=mp4,,,
Human Concern US,202,7963,USD,,Human Concern US Self Service,,18+,united states,US,https://www.snap.com/political-ads/asset/a683eaca12bb2149fdc37d62f0a9ad019256e61c6b53007324e4b60ed3f248c1?mediaType=mp4,,,
Flygon LC,219,7840,USD,,Nan For Nevada,,,united states,"505 E Oraibi Drive,Phoenix,85024,US",https://www.snap.com/political-ads/asset/f825e00827bf3267a4de4c1dab48ec4edcc3dad81fd5b7f6eb90c88ae55fb3b0?mediaType=mp4,,,
Flygon LC,223,7678,USD,,Friends of Jill Douglass,,,united states,"505 E Oraibi Drive,Phoenix,85024,US",https://www.snap.com/political-ads/asset/d09a75509cb40b36e961af2e6af9af4c131980f61fb90c40b295de20f6405cf1?mediaType=mp4,,,
Flygon LC,34,7265,USD,Frank Abasciano for Phoenix,Frank for Phoenix,,18+,united states,"505 E Oraibi Drive,Phoenix,85024,US",https://www.snap.com/political-ads/asset/e7a21ba89f62a699c1906ec6e32a40ebca9ff7c41cc86aca97aa328c7a0b271e?mediaType=png,,,
Ascend Women's Care & Family Support,100,7234,USD,,Ascend,,21-45,united states,"514 Tanner St.,Carrollton,30117,US",https://www.snap.com/political-ads/asset/fac21d4da478cc1337daae8d79ef9f8431d67ed05c2f36d9f1c1d4f3ec6a33f0?mediaType=mp4,,,
mv digital group,58,6876,USD,Chris Girard,Friends of Chris Girard,,18-25,united states,"One, World Trade Center ,new york,10007,US",https://www.snap.com/political-ads/asset/98a22ea68bde3ee059dd6b94848f20092d56224e973c0734dc28598e2fe152e4?mediaType=mp4,Political News Watchers,,
Gambit Strategies,101,6551,USD,,Hofstra University AAUP Chapter,,18+,united states,"2939 Van Ness St NW #1006,Washington,20008,US",https://www.snap.com/political-ads/asset/2c28107be3dc0a12e6f685bd11b1d521f9651983acb54091b226dd101620bea5?mediaType=png,,,
Carrejo Communications,96,5689,USD,David LaBarre For Orange County Sheriff,"Red Cypress Consulting, LLC",,18+,united states,US,https://www.snap.com/political-ads/asset/229672a1071e94bc204dcc2d13441e8feb2bfe7ec6209bf6eafdde38a651fe41?mediaType=mp4,,,
PBL,150,5322,USD,,PBL,,24+,norway,"Prinsengate 91,Bodø,8003,NO",https://www.snap.com/political-ads/asset/23086f277ff9dd175ec7b6e0d93c1f3f0bbfd079a1a2538de9b9c53e3511112d?mediaType=mp4,,,
Adresseavisen AS,750,4366,NOK,,Adresseavisen,,18+,norway,"Ferjemannsveien 10,Trondheim,7014,NO",https://www.snap.com/political-ads/asset/8435694a041a14bcebe612d92ff25c3e8351633dd865d8dc112b5bbbd58a01a2?mediaType=mp4,,,
Østfold Venstre,500,3216,NOK,Sarpsborg Venstre,Østfold Venstre,,18+,norway,"c/o Venstre, Møllergata 16,Oslo,0179,NO",https://www.snap.com/political-ads/asset/ff9b0c5bf42f9b8c9a453ad2f1c048a324529e6ebec51910daa78c03aa38ed66?mediaType=mp4,,,
LRB4CJE,68,2592,USD,Larry Russell Bryant for County Judge Executive,Candidate Larry Russell Bryant,,18+,united states,"1601 Bull Run Road,Columbia,42728,US",https://www.snap.com/political-ads/asset/a5f441b4b79134b158970f3a88c017c9ba732070b4cfb2997b5882af16123708?mediaType=mp4,,,
Freedom Bakeries,20,838,USD,,Freedom Bakeries,,18+,united states,"99 Wall St Ste 3013,New York,10005,US",https://www.snap.com/political-ads/asset/c991e98ad96873c157fc0dd624ce94b807e58070ce58af2fa2a120050ab20fe8?mediaType=png,Philanthropists,,
Flygon LC,7,516,USD,Michael Del Prete for Phoenix City Council,Del Prete for Phoenix,,18+,united states,"505 E Oraibi Drive,Phoenix,85024,US",https://www.snap.com/political-ads/asset/ee79d17adf22afda2c3f1923c19371ee48f46330d58ef029c7c04ffad9d65bbd?mediaType=mp4,,,
